StateCode,CountyName,ZipCode
NY,SUFFOLK,00501
NY,SUFFOLK,00544
PR,ADJUNTAS,00601
PR,AGUADA,00602
PR,AGUADILLA,00603
PR,AGUADILLA,00604
PR,AGUADILLA,00605
PR,MARICAO,00606
PR,ANASCO,00610
PR,UTUADO,00611
PR,ARECIBO,00612
PR,ARECIBO,00613
PR,ARECIBO,00614
PR,ARECIBO,00616
PR,BARCELONETA,00617
PR,CABO ROJO,00622
PR,CABO ROJO,00623
PR,PENUELAS,00624
PR,CAMUY,00627
PR,LARES,00631
PR,SAN GERMAN,00636
PR,SABANA GRANDE,00637
PR,CIALES,00638
PR,UTUADO,00641
PR,DORADO,00646
PR,GUANICA,00647
PR,FLORIDA,00650
PR,ARECIBO,00652
PR,GUANICA,00653
PR,GUAYANILLA,00656
PR,HATILLO,00659
PR,HORMIGUEROS,00660
PR,ISABELA,00662
PR,JAYUYA,00664
PR,LAJAS,00667
PR,LARES,00669
PR,LAS MARIAS,00670
PR,CAMUY,00670
PR,MANATI,00674
PR,MOCA,00676
PR,RINCON,00677
PR,QUEBRADILLAS,00678
PR,MAYAGUEZ,00680
PR,MAYAGUEZ,00681
PR,MAYAGUEZ,00682
PR,SAN GERMAN,00683
PR,SAN SEBASTIAN,00685
PR,MOROVIS,00687
PR,ARECIBO,00688
PR,AGUADILLA,00690
PR,VEGA ALTA,00692
PR,VEGA BAJA,00693
PR,VEGA ALTA,00694
PR,VEGA BAJA,00694
PR,YAUCO,00698
PR,AGUAS BUENAS,00703
PR,GUAYAMA,00704
PR,SALINAS,00704
PR,AIBONITO,00705
PR,MAUNABO,00707
PR,ARROYO,00714
PR,PONCE,00715
PR,PONCE,00716
PR,PONCE,00717
PR,NAGUABO,00718
PR,NARANJITO,00719
PR,OROCOVIS,00720
PR,RIO GRANDE,00721
PR,PATILLAS,00723
PR,CAGUAS,00725
PR,CAGUAS,00726
PR,CAGUAS,00727
PR,PONCE,00728
PR,CANOVANAS,00729
PR,PONCE,00730
PR,PONCE,00731
PR,PONCE,00732
PR,PONCE,00733
PR,PONCE,00734
PR,CEIBA,00735
PR,CAYEY,00736
PR,CAYEY,00737
PR,FAJARDO,00738
PR,CIDRA,00739
PR,FAJARDO,00740
PR,HUMACAO,00741
PR,CEIBA,00742
PR,NAGUABO,00744
PR,HUMACAO,00745
PR,CANOVANAS,00745
PR,RIO GRANDE,00745
PR,SALINAS,00751
PR,SAN LORENZO,00754
PR,SANTA ISABEL,00757
PR,VIEQUES,00765
PR,VILLALBA,00766
PR,YABUCOA,00767
PR,COAMO,00769
PR,LAS PIEDRAS,00771
PR,LOIZA,00772
PR,LUQUILLO,00773
PR,CULEBRA,00775
PR,JUNCOS,00777
PR,GURABO,00778
PR,PONCE,00780
PR,COMERIO,00782
PR,COROZAL,00783
PR,GUAYAMA,00784
PR,GUAYAMA,00785
PR,GUAYANILLA,00785
PR,AIBONITO,00786
PR,HUMACAO,00791
PR,HUMACAO,00792
PR,BARRANQUITAS,00794
PR,JUANA DIAZ,00795
VI,SAINT THOMAS,00801
VI,SAINT THOMAS,00802
VI,SAINT THOMAS,00803
VI,SAINT THOMAS,00804
VI,SAINT THOMAS,00805
VI,SAINT CROIX,00820
VI,SAINT CROIX,00821
VI,SAINT CROIX,00822
VI,SAINT CROIX,00823
VI,SAINT CROIX,00824
VI,SAINT JOHN,00830
VI,SAINT JOHN,00831
VI,SAINT CROIX,00840
VI,SAINT CROIX,00841
VI,SAINT CROIX,00850
VI,SAINT CROIX,00851
PR,SAN JUAN,00901
PR,SAN JUAN,00902
PR,SAN JUAN,00906
PR,SAN JUAN,00907
PR,SAN JUAN,00908
PR,SAN JUAN,00909
PR,SAN JUAN,00910
PR,SAN JUAN,00911
PR,SAN JUAN,00912
PR,SAN JUAN,00913
PR,SAN JUAN,00914
PR,SAN JUAN,00915
PR,SAN JUAN,00916
PR,SAN JUAN,00917
PR,SAN JUAN,00918
PR,SAN JUAN,00919
PR,SAN JUAN,00920
PR,SAN JUAN,00921
PR,SAN JUAN,00922
PR,SAN JUAN,00923
PR,SAN JUAN,00924
PR,SAN JUAN,00925
PR,SAN JUAN,00926
PR,SAN JUAN,00927
PR,SAN JUAN,00928
PR,SAN JUAN,00929
PR,SAN JUAN,00930
PR,SAN JUAN,00931
PR,SAN JUAN,00933
PR,BAYAMON,00934
PR,GUAYNABO,00934
PR,SAN JUAN,00935
PR,SAN JUAN,00936
PR,SAN JUAN,00937
PR,SAN JUAN,00939
PR,SAN JUAN,00940
PR,TOA BAJA,00949
PR,TOA BAJA,00950
PR,TOA BAJA,00951
PR,TOA BAJA,00952
PR,TOA ALTA,00953
PR,TOA ALTA,00954
PR,SAN JUAN,00955
PR,BAYAMON,00956
PR,BAYAMON,00957
PR,BAYAMON,00958
PR,BAYAMON,00959
PR,BAYAMON,00960
PR,BAYAMON,00961
PR,CATANO,00962
PR,CATANO,00963
PR,GUAYNABO,00965
PR,GUAYNABO,00966
PR,GUAYNABO,00968
PR,GUAYNABO,00969
PR,GUAYNABO,00970
PR,GUAYNABO,00971
PR,SAN JUAN,00975
PR,SAN JUAN,00976
PR,TRUJILLO ALTO,00976
PR,TRUJILLO ALTO,00977
PR,TRUJILLO ALTO,00978
PR,CAROLINA,00979
PR,SAN JUAN,00979
PR,SAN JUAN,00981
PR,CAROLINA,00981
PR,CAROLINA,00982
PR,CAROLINA,00983
PR,CAROLINA,00984
PR,CAROLINA,00985
PR,CAROLINA,00986
PR,CAROLINA,00987
PR,CAROLINA,00988
MA,HAMPDEN,01001
MA,HAMPSHIRE,01002
MA,HAMPSHIRE,01003
MA,HAMPSHIRE,01004
MA,WORCESTER,01005
MA,HAMPSHIRE,01007
MA,HAMPDEN,01008
MA,HAMPDEN,01009
MA,HAMPDEN,01010
MA,HAMPSHIRE,01011
MA,HAMPDEN,01011
MA,HAMPSHIRE,01012
MA,HAMPDEN,01013
MA,HAMPDEN,01014
MA,HAMPDEN,01020
MA,HAMPDEN,01021
MA,HAMPDEN,01022
MA,HAMPSHIRE,01026
MA,HAMPSHIRE,01027
MA,HAMPDEN,01028
MA,BERKSHIRE,01029
MA,HAMPDEN,01030
MA,WORCESTER,01031
MA,HAMPSHIRE,01032
MA,HAMPSHIRE,01033
MA,HAMPDEN,01034
MA,HAMPSHIRE,01035
MA,HAMPDEN,01036
MA,WORCESTER,01037
MA,HAMPSHIRE,01038
MA,HAMPSHIRE,01039
MA,HAMPDEN,01040
MA,HAMPDEN,01041
MA,HAMPSHIRE,01050
MA,HAMPSHIRE,01053
MA,HAMPSHIRE,01054
MA,FRANKLIN,01054
MA,HAMPDEN,01056
MA,HAMPDEN,01057
MA,HAMPSHIRE,01059
MA,HAMPSHIRE,01060
MA,HAMPSHIRE,01061
MA,HAMPSHIRE,01062
MA,HAMPSHIRE,01063
MA,HAMPSHIRE,01066
MA,WORCESTER,01068
MA,HAMPDEN,01069
MA,HAMPSHIRE,01070
MA,HAMPDEN,01071
MA,FRANKLIN,01072
MA,HAMPSHIRE,01073
MA,WORCESTER,01074
MA,HAMPSHIRE,01075
MA,HAMPDEN,01077
MA,HAMPDEN,01079
MA,HAMPDEN,01080
MA,HAMPDEN,01081
MA,HAMPSHIRE,01082
MA,WORCESTER,01083
MA,HAMPSHIRE,01084
MA,HAMPDEN,01085
MA,HAMPDEN,01086
MA,HAMPSHIRE,01088
MA,HAMPDEN,01089
MA,HAMPDEN,01090
MA,WORCESTER,01092
MA,FRANKLIN,01093
MA,WORCESTER,01094
MA,HAMPDEN,01095
MA,HAMPSHIRE,01096
MA,HAMPDEN,01097
MA,HAMPSHIRE,01098
MA,HAMPDEN,01101
MA,HAMPDEN,01102
MA,HAMPDEN,01103
MA,HAMPDEN,01104
MA,HAMPDEN,01105
MA,HAMPDEN,01106
MA,HAMPDEN,01107
MA,HAMPDEN,01108
MA,HAMPDEN,01109
MA,HAMPDEN,01111
MA,HAMPDEN,01115
MA,HAMPDEN,01116
MA,HAMPDEN,01118
MA,HAMPDEN,01119
MA,HAMPDEN,01128
MA,HAMPDEN,01129
MA,HAMPDEN,01138
MA,HAMPDEN,01139
MA,HAMPDEN,01144
MA,HAMPDEN,01151
MA,HAMPDEN,01152
MA,HAMPDEN,01199
MA,BERKSHIRE,01201
MA,BERKSHIRE,01202
MA,BERKSHIRE,01203
MA,BERKSHIRE,01220
MA,BERKSHIRE,01222
MA,HAMPDEN,01223
MA,BERKSHIRE,01223
MA,BERKSHIRE,01224
MA,BERKSHIRE,01225
MA,BERKSHIRE,01226
MA,BERKSHIRE,01227
MA,BERKSHIRE,01229
MA,BERKSHIRE,01230
MA,BERKSHIRE,01235
MA,BERKSHIRE,01236
MA,BERKSHIRE,01237
MA,BERKSHIRE,01238
MA,BERKSHIRE,01240
MA,BERKSHIRE,01242
MA,HAMPSHIRE,01243
MA,BERKSHIRE,01244
MA,BERKSHIRE,01245
MA,BERKSHIRE,01247
MA,BERKSHIRE,01252
MA,BERKSHIRE,01253
MA,BERKSHIRE,01254
MA,BERKSHIRE,01255
MA,BERKSHIRE,01256
MA,BERKSHIRE,01257
MA,BERKSHIRE,01258
MA,BERKSHIRE,01259
MA,BERKSHIRE,01260
MA,BERKSHIRE,01262
MA,BERKSHIRE,01263
MA,BERKSHIRE,01264
MA,BERKSHIRE,01266
MA,BERKSHIRE,01267
MA,BERKSHIRE,01270
MA,FRANKLIN,01301
MA,FRANKLIN,01302
MA,FRANKLIN,01330
MA,WORCESTER,01331
MA,FRANKLIN,01337
MA,FRANKLIN,01338
MA,FRANKLIN,01339
MA,FRANKLIN,01340
MA,FRANKLIN,01341
MA,FRANKLIN,01342
MA,BERKSHIRE,01343
MA,FRANKLIN,01344
MA,FRANKLIN,01346
MA,FRANKLIN,01347
MA,FRANKLIN,01349
MA,FRANKLIN,01350
MA,FRANKLIN,01351
MA,FRANKLIN,01354
MA,FRANKLIN,01355
MA,FRANKLIN,01360
MA,FRANKLIN,01364
MA,FRANKLIN,01366
MA,WORCESTER,01366
MA,FRANKLIN,01367
MA,WORCESTER,01368
MA,FRANKLIN,01370
MA,FRANKLIN,01373
MA,FRANKLIN,01375
MA,FRANKLIN,01376
MA,FRANKLIN,01378
MA,FRANKLIN,01379
MA,FRANKLIN,01380
MA,WORCESTER,01420
MA,WORCESTER,01430
MA,MIDDLESEX,01431
MA,MIDDLESEX,01432
MA,MIDDLESEX,01434
MA,WORCESTER,01434
MA,WORCESTER,01436
MA,WORCESTER,01438
MA,WORCESTER,01440
MA,WORCESTER,01441
MA,MIDDLESEX,01450
MA,WORCESTER,01451
MA,WORCESTER,01452
MA,WORCESTER,01453
MA,MIDDLESEX,01460
MA,WORCESTER,01462
MA,MIDDLESEX,01463
MA,MIDDLESEX,01464
MA,WORCESTER,01467
MA,WORCESTER,01468
MA,MIDDLESEX,01469
MA,MIDDLESEX,01470
MA,MIDDLESEX,01471
MA,MIDDLESEX,01472
MA,WORCESTER,01473
MA,MIDDLESEX,01474
MA,WORCESTER,01475
MA,WORCESTER,01501
MA,WORCESTER,01503
MA,WORCESTER,01504
MA,WORCESTER,01505
MA,WORCESTER,01506
MA,WORCESTER,01507
MA,WORCESTER,01508
MA,WORCESTER,01509
MA,WORCESTER,01510
MA,WORCESTER,01515
MA,WORCESTER,01516
MA,WORCESTER,01518
MA,WORCESTER,01519
MA,WORCESTER,01520
MA,HAMPDEN,01521
MA,WORCESTER,01522
MA,WORCESTER,01523
MA,WORCESTER,01524
MA,WORCESTER,01525
MA,WORCESTER,01526
MA,WORCESTER,01527
MA,WORCESTER,01529
MA,WORCESTER,01531
MA,WORCESTER,01532
MA,WORCESTER,01534
MA,WORCESTER,01535
MA,WORCESTER,01536
MA,WORCESTER,01537
MA,WORCESTER,01538
MA,WORCESTER,01540
MA,WORCESTER,01541
MA,WORCESTER,01542
MA,WORCESTER,01543
MA,WORCESTER,01545
MA,WORCESTER,01546
MA,WORCESTER,01550
MA,WORCESTER,01560
MA,WORCESTER,01561
MA,WORCESTER,01562
MA,WORCESTER,01564
MA,WORCESTER,01566
MA,WORCESTER,01568
MA,WORCESTER,01569
MA,WORCESTER,01570
MA,WORCESTER,01571
MA,WORCESTER,01581
MA,WORCESTER,01583
MA,WORCESTER,01585
MA,WORCESTER,01586
MA,WORCESTER,01588
MA,WORCESTER,01590
MA,WORCESTER,01601
MA,WORCESTER,01602
MA,WORCESTER,01603
MA,WORCESTER,01604
MA,WORCESTER,01605
MA,WORCESTER,01606
MA,WORCESTER,01607
MA,WORCESTER,01608
MA,WORCESTER,01609
MA,WORCESTER,01610
MA,WORCESTER,01611
MA,WORCESTER,01612
MA,WORCESTER,01613
MA,WORCESTER,01614
MA,WORCESTER,01615
MA,WORCESTER,01653
MA,WORCESTER,01655
MA,MIDDLESEX,01701
MA,MIDDLESEX,01702
MA,MIDDLESEX,01703
MA,MIDDLESEX,01704
MA,MIDDLESEX,01705
MA,MIDDLESEX,01718
MA,MIDDLESEX,01719
MA,MIDDLESEX,01720
MA,MIDDLESEX,01721
MA,MIDDLESEX,01730
MA,MIDDLESEX,01731
MA,WORCESTER,01740
MA,MIDDLESEX,01741
MA,MIDDLESEX,01742
MA,WORCESTER,01745
MA,MIDDLESEX,01746
MA,WORCESTER,01747
MA,MIDDLESEX,01748
MA,MIDDLESEX,01749
MA,MIDDLESEX,01752
MA,MIDDLESEX,01754
MA,WORCESTER,01756
MA,WORCESTER,01757
MA,MIDDLESEX,01760
MA,MIDDLESEX,01770
MA,WORCESTER,01772
MA,MIDDLESEX,01773
MA,MIDDLESEX,01775
MA,MIDDLESEX,01776
MA,MIDDLESEX,01778
MA,MIDDLESEX,01784
MA,MIDDLESEX,01801
MA,MIDDLESEX,01803
MA,MIDDLESEX,01805
MA,ESSEX,01810
MA,ESSEX,01812
MA,MIDDLESEX,01813
MA,MIDDLESEX,01815
MA,MIDDLESEX,01821
MA,MIDDLESEX,01822
MA,MIDDLESEX,01824
MA,MIDDLESEX,01826
MA,MIDDLESEX,01827
MA,ESSEX,01830
MA,ESSEX,01831
MA,ESSEX,01832
MA,ESSEX,01833
MA,ESSEX,01834
MA,ESSEX,01835
MA,ESSEX,01840
MA,ESSEX,01841
MA,ESSEX,01842
MA,ESSEX,01843
MA,ESSEX,01844
MA,ESSEX,01845
MA,MIDDLESEX,01850
MA,MIDDLESEX,01851
MA,MIDDLESEX,01852
MA,MIDDLESEX,01853
MA,MIDDLESEX,01854
MA,ESSEX,01860
MA,MIDDLESEX,01862
MA,MIDDLESEX,01863
MA,MIDDLESEX,01864
MA,MIDDLESEX,01865
MA,MIDDLESEX,01866
MA,MIDDLESEX,01867
MA,MIDDLESEX,01876
MA,MIDDLESEX,01879
MA,MIDDLESEX,01880
MA,ESSEX,01885
MA,MIDDLESEX,01886
MA,MIDDLESEX,01887
MA,MIDDLESEX,01888
MA,MIDDLESEX,01889
MA,MIDDLESEX,01890
MA,ESSEX,01899
MA,ESSEX,01901
MA,ESSEX,01902
MA,ESSEX,01903
MA,ESSEX,01904
MA,ESSEX,01905
MA,ESSEX,01906
MA,ESSEX,01907
MA,ESSEX,01908
MA,ESSEX,01910
MA,ESSEX,01913
MA,ESSEX,01915
MA,ESSEX,01921
MA,ESSEX,01922
MA,ESSEX,01923
MA,ESSEX,01929
MA,ESSEX,01930
MA,ESSEX,01931
MA,ESSEX,01936
MA,ESSEX,01937
MA,ESSEX,01938
MA,ESSEX,01940
MA,ESSEX,01944
MA,ESSEX,01945
MA,ESSEX,01949
MA,ESSEX,01950
MA,ESSEX,01951
MA,ESSEX,01952
MA,ESSEX,01960
MA,ESSEX,01961
MA,ESSEX,01965
MA,ESSEX,01966
MA,ESSEX,01969
MA,ESSEX,01970
MA,ESSEX,01971
MA,ESSEX,01982
MA,ESSEX,01983
MA,ESSEX,01984
MA,ESSEX,01985
MA,PLYMOUTH,02018
MA,NORFOLK,02019
MA,PLYMOUTH,02020
MA,NORFOLK,02021
MA,NORFOLK,02025
MA,NORFOLK,02026
MA,NORFOLK,02027
MA,NORFOLK,02030
MA,NORFOLK,02032
MA,NORFOLK,02035
MA,NORFOLK,02038
MA,PLYMOUTH,02040
MA,PLYMOUTH,02041
MA,PLYMOUTH,02043
MA,PLYMOUTH,02044
MA,PLYMOUTH,02045
MA,PLYMOUTH,02047
MA,BRISTOL,02048
MA,PLYMOUTH,02050
MA,PLYMOUTH,02051
MA,NORFOLK,02052
MA,NORFOLK,02053
MA,NORFOLK,02054
MA,PLYMOUTH,02055
MA,NORFOLK,02056
MA,PLYMOUTH,02059
MA,PLYMOUTH,02060
MA,PLYMOUTH,02061
MA,NORFOLK,02062
MA,PLYMOUTH,02065
MA,PLYMOUTH,02066
MA,NORFOLK,02067
MA,NORFOLK,02070
MA,NORFOLK,02071
MA,NORFOLK,02072
MA,NORFOLK,02081
MA,NORFOLK,02090
MA,NORFOLK,02093
MA,SUFFOLK,02108
MA,SUFFOLK,02109
MA,SUFFOLK,02110
MA,SUFFOLK,02111
MA,SUFFOLK,02112
MA,SUFFOLK,02113
MA,SUFFOLK,02114
MA,SUFFOLK,02115
MA,SUFFOLK,02116
MA,SUFFOLK,02117
MA,SUFFOLK,02118
MA,SUFFOLK,02119
MA,SUFFOLK,02120
MA,SUFFOLK,02121
MA,SUFFOLK,02122
MA,SUFFOLK,02123
MA,SUFFOLK,02124
MA,SUFFOLK,02125
MA,SUFFOLK,02126
MA,SUFFOLK,02127
MA,SUFFOLK,02128
MA,SUFFOLK,02129
MA,SUFFOLK,02130
MA,SUFFOLK,02131
MA,SUFFOLK,02132
MA,SUFFOLK,02133
MA,SUFFOLK,02134
MA,SUFFOLK,02135
MA,SUFFOLK,02136
MA,SUFFOLK,02137
MA,MIDDLESEX,02138
MA,MIDDLESEX,02139
MA,MIDDLESEX,02140
MA,MIDDLESEX,02141
MA,MIDDLESEX,02142
MA,MIDDLESEX,02143
MA,MIDDLESEX,02144
MA,MIDDLESEX,02145
MA,MIDDLESEX,02148
MA,MIDDLESEX,02149
MA,SUFFOLK,02150
MA,SUFFOLK,02151
MA,SUFFOLK,02152
MA,MIDDLESEX,02153
MA,MIDDLESEX,02155
MA,MIDDLESEX,02156
MA,SUFFOLK,02163
MA,NORFOLK,02169
MA,NORFOLK,02170
MA,NORFOLK,02171
MA,MIDDLESEX,02176
MA,MIDDLESEX,02180
MA,NORFOLK,02184
MA,NORFOLK,02185
MA,NORFOLK,02186
MA,NORFOLK,02187
MA,NORFOLK,02188
MA,NORFOLK,02189
MA,NORFOLK,02190
MA,NORFOLK,02191
MA,SUFFOLK,02196
MA,SUFFOLK,02199
MA,SUFFOLK,02201
MA,SUFFOLK,02203
MA,SUFFOLK,02204
MA,SUFFOLK,02205
MA,SUFFOLK,02206
MA,SUFFOLK,02210
MA,SUFFOLK,02211
MA,SUFFOLK,02212
MA,SUFFOLK,02215
MA,SUFFOLK,02217
MA,SUFFOLK,02222
MA,SUFFOLK,02228
MA,MIDDLESEX,02238
MA,SUFFOLK,02241
MA,SUFFOLK,02266
MA,NORFOLK,02269
MA,SUFFOLK,02283
MA,SUFFOLK,02284
MA,SUFFOLK,02293
MA,SUFFOLK,02297
MA,SUFFOLK,02298
MA,PLYMOUTH,02301
MA,PLYMOUTH,02302
MA,PLYMOUTH,02303
MA,PLYMOUTH,02304
MA,PLYMOUTH,02305
